Nome;Serviços;Telefone;Fax;Email;Website;Aguas, esgotos e drenagem;Ambiente;Arquitetura e Paisagismo;Caracterização e diagnóstico;Electricidade e Comunicações;Estabilidade e obras de arte;Gestão de Projeto;Mecânica;Pavimentos;Segurança contra riscos de incêndio;Sinalização e Equipamento de segurança;Forn ANA;Data de constituição; Capital Social ; Volume de Negócios (€) ;Ano Volume Negócios;Pessoal Permamente Total;CAR;FIS;ARQ;EST;AAD;IEL;MBT;STB;ACV;GAS;AED;SCI;ACU;TER;SEG;SAC;SIN;AMB;GEO;GET;MVT;AEX;TRA;PAV;SHV;SLU;HID;SIV;FAS;SAF;OAT;SIG;TOP;CER;INF;VED;PTL;MPC;TRD;PMO
ENGIDRO;Engenharia de recursos hídricos: projetos de abastecimento, drenagem, hidráulica fluvial e marítima (AAD, AED), estudos de hidrologia e saneamento ambiental (AMB);218 310 320;218 597 070;engidro@engidro.pt;www.engidro.pt;1;1;0;0;0;0;0;0;0;0;0;✓;13/11/1979; 210 000 € ; 3 714 927 € ;;24;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ENGIRIA;Engenharia civil regional: projetos de edifícios (EST, redes prediais), arruamentos e loteamentos (TRA, AED) na região centro (Aveiro);234 029 000;;geral@engiria.pt;www.engiria.pt;1;0;1;0;0;1;0;0;0;0;0;;11/01/2019; 5 000 € ; 171 482 € ;;2;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ENGº TAVARES VIEIRA;Arquitetura e engenharia (Açores): projetos de arquitetura (ARQ) e estruturas/infraestruturas (EST, vias locais) adaptados ao contexto regional açoriano;296 470 060;296 470 061;geral@etvieira.com.pt;www.etvieira.com.pt;0;0;1;0;0;1;0;0;0;0;0;;14/12/1989; 120 000 € ; 967 845 € ;(2008;26;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ERGOPROJECT;Engenharia estrutural e reabilitação: projetos de estabilidade (EST) em edifícios, reabilitação estrutural e consultoria técnica em obras;211 505 423;217 230 675;info@ergoproject.pt;www.ergoproject.pt;0;0;0;0;0;1;0;0;0;0;0;;15/09/2006; 5 000 € ; 229 036 € ;(2016;10;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ESTRUTOVIA;Estruturas e vias: projetos estruturais (EST) e de vias de comunicação (rodoviárias – TRA/PAV), incluindo obras de arte e contenções;214 713 235;214 713 247;geral@estrutovia.com;www.estrutovia.com;0;0;1;0;0;1;0;0;1;0;0;;01/03/1993; 24 940 € ; 478 400 € ;(2009;10;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FASE;Engenharia civil (tradicional): projetos de estruturas (EST) de edificações e pontes, cálculo de fundações (GET), consultoria técnica generalista em obras civis;226 191 400;226 108 055;geral@fase.pt;www.fase.pt;0;0;0;0;0;1;0;0;1;0;0;;05/02/1979; 8 500 000 € ; 7 417 567 € ;2019;104;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FCGAB;Fiscalização e gestão de obra: acompanhamento de construções, controle de qualidade e prazos – não elabora projetos de especialidade;255 863 483;;geral@fcgab.pt;www.fcgab.pt;0;0;0;0;0;0;1;0;0;0;0;;28/11/2009; 5 000 € ; 315 226 € ;2024;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FFC;"Gestão de investimentos imobiliários e coordenação de projetos – não elabora projetos técnicos; foca na gestão de empreendimentos";213 609 200;;ffc@ffc.pt;www.ffc.pt;0;0;0;1;0;0;0;0;0;0;0;;22/07/1992; 5 000 € ; 608 800 € ;2024;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FGP;Engenharia civil (Algarve): projetos de estruturas e infraestruturas em âmbito municipal (edifícios, arruamentos, saneamento) – EST, AED, TRA;282 343 674;282 352 637;geral@fgp-engcivil.pt;www.fgp-engcivil.pt;1;0;1;0;0;1;0;0;0;0;0;;07/02/1996; 175 000 € ; 1 097 941 € ;2021;17;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FCM;;210 170 280;;geral@fcm.pt;www.fcm.pt;0;0;1;0;1;1;0;0;0;0;0;✓;;;;;;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FRAÚSTO & Cª ;Arquitetura e engenharia integrada: projetos arquitetônicos e de especialidades (estruturas – EST – e redes prediais) para edifícios residenciais e comerciais;213 570 269;;geral@frausto.pt;www.frausto.pt;0;0;1;0;0;1;0;0;0;0;0;✓;04/07/2000; 5 000 € ; 531 906 € ;2023;6;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FUTURE PROMAN;"Gestão de projetos e obras (controle de qualidade, custos, prazos; consultoria em programas de investimentos) – não elabora projetos técnicos específicos";213 041 050;;geral@future-motion.eu;www.future-motion.eu;0;0;0;1;0;0;0;0;0;0;0;;24/04/1981; 1 986 390 € ; 8 167 954 € ;2024;106;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GABINETE 118;;296 302 380;;geral@gabinete118.net;www.gabinete118.com;0;1;1;1;0;0;0;0;1;0;0;✓;;;;;;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GAPRES;Projetos de engenharia civil e consultoria local: estruturas de edifícios (EST), pequenos arranjos urbanísticos (AEX), e assessoria técnica;218 453 020;218 484 844;gapres@gapres.pt;www.gapres.pt;0;0;1;0;0;1;0;0;0;0;0;✓;20/11/1973; 225 000 € ; 1 163 960 € ;2024;27;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GARCIA VAZQUEZ;Engenharia civil e gestão: projetos estruturais (EST) e de infraestruturas urbanas, fiscalização de obras – atuação diversificada;218 543 100;218 543 108;geral@gvengenharia.pt;www.gvengenharia.pt;0;0;0;0;0;1;0;0;0;0;0;;22/07/1993; 37 000 € ; 448 650 € ;2024;8;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GCS;Consultoria técnica em engenharia (avaliações, estudos de viabilidade) e serviços de projeto sob encomenda (estruturas e instalações em pequena escala);936 433 248;;gcs.consultores@outlook.com;www.gcsengenheirosconsultores.;0;0;0;0;0;1;0;0;0;0;0;;;;;;;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GEOÁREA;Geotecnia e ambiente: estudos de mecânica dos solos e rochas (sondagens, fundações – GET), monitorização geotécnica, estudos ambientais e geológicos (AMB, GEO);214 196 195;214 191 222;geral@geoarea.pt;www.geoarea.pt;0;1;0;0;0;0;0;0;1;0;0;;12/04/2005; 50 000 € ; 528 739 € ;2024;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GEOCONTROLE;"Geotecnia estrutural: projetos de fundações especiais, túneis e contenções (GET), instrumentação e ensaios de solos; consultoria em obras subterrâneas";219 958 000;219 958 001;mail@geocontrole.pt;www.geocontrole.com;0;0;0;0;0;0;0;0;1;0;0;;07/01/1975; 2 500 000 € ; 10 820 068 € ;2024;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GEOVIA;Geotecnia: estudos geotécnicos, taludes, barragens de terra, fundações (GET) – foco em projetos de obras subterrâneas e estabilidade de solos;219 108 880;219 108 888;geral@geovia.pt;www.geovia.pt;0;0;0;0;0;0;0;0;1;0;0;;23/09/1997; 350 000 € ; 4 055 915 € ;2024;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GEPECTROFA;Engenharia civil municipal: projetos de infraestrutura viária local (estradas, saneamento – TRA, AED), edifícios públicos (EST), na região da Trofa;252 409 680;252 409 580;geral@gepectrofa.pt;www.gepectrofa.pt;1;0;1;0;0;1;0;0;0;0;0;;16/07/1976; 5 000 € ; 440 000 € ;2022;9;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GESCONSULT;Engenharia civil generalista: projetos e direções de obra de edifícios residenciais (EST, redes hidráulicas internas), consultoria técnica;964 403 681;;geral@gesconsult.pt;www.gesconsult.pt;1;0;0;0;0;1;0;0;0;0;0;;10/03/2014; 105 000 € ; 2 200 000 € ;2024;25;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GIBB;;213 861 523;;gibb@gibb.pt;gibb.pt;1;1;0;0;0;1;1;0;0;0;0;✓;;;;;;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
GPIC;Engenharia de instalações prediais: projetos de eletricidade (IEL), telecomunicações (MBT), segurança eletrônica, HVAC (ACV) e águas/saneamento internos (AAD/AED);226 053 474;226 053 475;gpic@gpic.pt;;1;0;0;0;1;0;0;1;0;0;0;;04/06/1998; 9 976 € ; 265 769 € ;2007;6;0;0;0;0;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GRAVIDADE;Engenharia estrutural internacional: projetos de estruturas (EST) e consultoria técnica em mercados externos (edifícios de grande altura, pontes);218 484 424;;info@gravidade.pt;www.gravidade.pt;0;0;0;0;0;1;0;0;0;0;0;;22/10/2004; 5 000 € ; 309 822 € ;2024;7;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GREEN BUSINESS;;;;;greenbusiness.pt;0;1;0;0;0;0;0;0;0;0;0;✓;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GRID International;"Engenharia de estruturas e fundações: projetos de edifícios altos, pontes e pontes rolantes (EST, OAT), análise sísmica avançada; consultoria internacional";213 191 220;;grid@grid.pt;www.grid.pt;0;0;0;0;0;1;0;0;0;0;0;;06/08/2015; 100 000 € ; 8 100 000 € ;2024;34;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
GV+ARQUITECTOS;Arquitetura: projetos arquitetônicos de edificações (residenciais, comerciais) – ARQ;933 300 789;;geral@gv-arquitectos.com;www.gv-arquitectos.com;0;0;1;0;0;0;0;0;0;0;0;;10/02/2023; 2 000 € ; 294 135 € ;2023;8;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GWIC;Consultoria global em engenharia: apoio a projetos internacionais (avaliações técnicas, due diligence) – abrangência de disciplinas conforme projeto, não necessariamente design local;217 930 279;;pt@gwicgroup.com;www.gwicgroup.com;0;0;0;1;0;0;0;0;0;0;0;;30/10/2009; 100 000 € ; 2 987 469 € ;2024;30;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HENRIQUE PERESTRELLO;Engenharia civil (Lisboa): projetos de estruturas de edifícios (EST) e reabilitação, gestão de projetos de construção;213 950 531;;geral@hpengenharia.pt;www.hpengenharia.pt;0;0;0;0;0;1;0;0;0;0;0;;16/07/1992; 24 950 € ; 250 000 € ;2009;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HCI;;218 421 200;;geral@hci.pt;www.hci.pt;0;1;0;0;0;1;0;0;0;0;0;✓;;;;;;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HIDRA;Hidráulica e ambiente: projetos de abastecimento de água, drenagem e tratamento de águas (AAD, AED), modelação hidráulica, estudos ambientais (AMB);213 521 366;;geral@hidra.pt;www.hidra.pt;1;1;0;0;0;0;0;0;0;0;0;;01/05/1992; 10 000 € ; 1 288 024 € ;2023;12;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HIDROLERBDAMS;Engenharia de barragens e obras hidráulicas: estudos de segurança de barragens, projetos de reforço e manutenção, gestão de riscos – OAT (barragens) e hidráulica (AAD);918 102 792;;hidrolerbdams@gmail.com;;1;0;0;0;0;1;0;0;0;0;0;;12/12/2019; 50 000 € ; 2 723 264 € ;2022;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
HIDROPROJETO;;;;;;1;0;0;0;0;0;1;0;0;0;0;✓;; 3 751 630 € ;;;164;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HIGHPLAN Portugal;Arquitetura (planejamento e projeto arquitetônico, inclusive internacional) – ARQ;210 962 823;;info@highplan.org;www.facebook.com/highplan?fref;0;0;1;0;0;0;0;0;0;0;0;;05/07/2012; 20 000 € ; 132 900 € ;2022;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IGC;Consultoria empresarial e engenharia financeira: gestão de investimentos em projetos de engenharia – não elabora projetos técnicos;213 510 781;;igc@igconsult.com;www.igconsult.com;0;0;0;1;0;0;0;0;0;0;0;;14/09/1989; 5 000 € ; 2 046 692 € ;2022;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IP Engenharia;Infraestruturas de transportes: projetos rodoviários e ferroviários (TRA, PAV, SIV), obras de arte (OAT), consultoria técnica para obras públicas (empresa do grupo Infraestruturas de Portugal);211 024 600;211 021 891;info@ipengenharia.pt;www.ipengenharia.pt;0;0;1;0;0;1;0;0;1;0;1;;14/01/1976; 1 500 000 € ; 2 947 744 € ;2024;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
INSIDEPIPE;;234022355;;GERAL@INSIDEPIPE.PT;insidepipe.pt;1;0;0;0;0;0;0;0;0;0;0;✓;;;;;;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
J. L. CÂNCIO MARTINS II ;Engenharia de estruturas especiais: projetos estruturais avançados (pontes, edifícios altos – EST, OAT), consultoria em engenharia sísmica;214 123 010;;jlcm@pini.group;;0;0;0;0;0;1;0;0;0;0;0;;24/02/2022; 3 000 € ; 1 607 057 € ;2024;10;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
JETsj;Geotecnia: projetos e consultoria em fundações, melhoramento de solos, contenções (GET), instrumentação geotécnica, ensaios de campo;210 505 150;218 962 091;info@jetsj.com;www.jetsj.com;0;0;0;0;0;0;0;0;1;0;0;;24/11/2004; 35 500 € ; 2 635 769 € ;2024;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
JRTORRES;;258 809 040;258 809 041;geral@jrtorres.com;www.jrtorres.com;0;1;0;0;0;1;1;0;0;0;0;;01/01/1991; 50 000 € ; 613 800 € ;2024;10;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
JSJ;;213 139 400;213 139 409;info@jsj.pt;www.jsj.pt;0;0;0;0;0;1;1;0;0;0;0;✓;10/04/1990; 10 000 € ; 1 239 000 € ;2024;16;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
JOÃO ISIDORO;;;;;;0;0;0;0;0;0;0;0;0;0;0;✓;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
JVF ARQUITECTOS;Arquitetura (projetos arquitetônicos e de design urbano, principalmente em Portugal e PALOP) – ARQ;965 055 234;;geraljvf@gmail.com;www.jvfarquitectos.com;0;0;1;0;0;0;0;0;0;0;0;;25/05/2004; 5 000 € ; 142 268 € ;2024;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
KEO International Consultants;Arquitetura e planejamento urbano (empresa multinacional com escritório local – projetos de grande escala internacionais) – ARQ;222 426 320;;porto@keoic.com;www.keoic.com;0;0;1;0;0;0;0;0;0;0;0;;06/07/2022; 1 000 € ; 2 002 424 € ;2023;45;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
KN;Engenharia civil (Norte): projetos de estruturas e especialidades em edifícios industriais e comerciais (EST, ACV, IEL);253 248 900;;geral@kn-engenharia.pt;www.kn-engenharia.pt;0;0;0;0;1;1;0;1;0;0;0;;07/11/2006; 40 000 € ; 600 000 € ;2022;15;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
KTL;;217 712 280;;geral@ktl.pt;ktl.pt;0;0;1;1;0;1;0;0;0;0;0;✓;;;;;;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
L4A;Engenharia e arquitetura (Setúbal): projetos de arquitetura (ARQ) e estruturas (EST) de habitações e comércio local;212 433 231;;geral@l4a.pt;www.l4a.pt;0;0;1;0;0;1;0;0;0;0;0;;16/03/2010; 10 000 € ; 97 137 € ;2023;4;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LAIII;Engenharia estrutural (Lisboa): cálculo de estruturas em betão e metálicas (EST), consultoria em engenharia sísmica;229 713 707;;info@la-iii.com;www.la-iii.com;0;0;0;0;0;1;0;0;0;0;0;;11/02/2014; 5 000 € ;;;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LAYOUT;Engenharia civil (Porto): projetos de estruturas (EST) e redes de infraestruturas prediais (água/esgoto – AAD/AED), coordenação de especialidades;226 054 222;226 054 224;info@layout.pt;www.layout.pt;1;0;0;0;0;1;0;0;0;0;0;;23/09/1998; 25 000 € ; 815 458 € ;2013;23;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LCW;Engenharia de estruturas: projetos estruturais em obras de edifícios e pontes (EST, OAT), incluindo verificação independente de projetos estruturais;219 108 930;;geral@lcwconsult.com;www.lcwconsult.com;0;0;0;0;0;1;0;0;0;0;0;;30/11/1994; 402 915 € ; 1 929 293 € ;2024;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
LIMPACANAL;;232 429 047;;geral@limpacanal.pt;limpacanal.pt;1;0;0;0;0;0;0;0;0;0;0;✓;;;;;;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lines & Narratives;;96 268 30 63;;info@linesandnarratives.com;www.linesandnarratives.com;0;0;1;0;0;0;0;0;0;0;0;✓;;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LMSA;;218 920 900;;;www.lmsa.pt;0;0;0;0;0;1;1;0;0;0;0;✓;;;;;;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
LxOPERA Projects;Coordenação de projetos de edificação: gestão de projetos de arquitetura e engenharia em empreendimentos (atuação como “owner’s representative”);218 621 110;218 621 119;lisboa@opera-projects.com;www.opera-projects.com;0;0;0;0;0;0;1;0;0;0;0;;14/12/1988; 25 500 € ; 116 561 € ;2016;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
MC2E;Engenharia civil (Porto): projetos de estruturas (EST) e geotecnia (GET) para edifícios, inspeção de estruturas existentes;223 745 433;223 745 435;engenharia@mc2e.pt;www.mc2e.pt;0;0;0;0;0;1;0;0;1;0;0;;04/02/1998; 65 000 € ; 1 500 000 € ;2024;28;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MECH Consultores;Projeto integrado de edifícios: arquitetura (ARQ) e especialidades de engenharia (estruturas EST, instalações AVAC/Eletricidade ACV/IEL) – foco em projetos industriais e comerciais;239 482 107;239 482 109;geral@mechconsultores.com;www.mechconsultores.com;0;0;1;0;1;1;0;1;0;0;0;;20/10/1993; 25 000 € ; 1 399 322 € ;2024;18;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MEDIO;Gestão de projetos (PM) e consultoria técnica na fase de concepção – não elabora projetos detalhados;229 479 400;229 479 401;medio@medio.pt;www.medio.pt;0;0;0;0;0;0;1;0;0;0;0;;29/11/1991; 24 940 € ; 200 062 € ;2024;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
MICROPROCESSADOR;;229 409 000;;;microprocessador.pt;0;0;0;0;1;0;1;0;0;0;0;✓;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
MIGUEL SARAIVA & ASSOCIADOS;Arquitetura e urbanismo: grande escritório de arquitetura com atuação global (projetos arquitetônicos de edifícios icônicos, planos urbanísticos) – ARQ;213 939 340;;geral@msa.com.pt;www.saraivaeassociados.com;0;0;1;0;0;0;0;0;0;0;0;;11/07/1996; 528 000 € ; 12 334 993 € ;2024;70;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Miguel Viseu;;217601068;;info@miguelviseucoelho-arq.com;miguelviseucoelho-arq.com;0;0;1;0;0;0;0;0;0;0;0;✓;;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MITIGA ;Gestão integrada de construção: fiscalização, coordenação de segurança, controle de custos/prazos – não elabora projetos;282 096 027;;geral@mitiga.pt;www.mitiga.pt;0;0;0;0;0;0;0;0;0;0;0;;11/06/2025; 5 000 € ;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mota Engil;;214158200;;;www.mota-engil.com;0;0;0;0;0;0;1;0;0;0;0;✓;;;;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
MSW;Engenharia marítima: projetos de obras costeiras e portuárias (molhes, cais – OAT), modelação de agitação marítima, estudos costeiros e de dragagem (AMB);296 287 031;;geral@msw-consultores.pt;www.msw-consultores.pt;0;1;0;0;0;1;0;0;0;0;0;;25/08/2014; 200 000 € ; 164 058 € ;2017;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
MULTIPROJECTUS.COM;Consultoria em engenharia e telecom: gestão de projetos de TI e telecomunicações, integração tecnológica em edifícios – não executa projetos civis clássicos;253 059 343;;geral@multiprojectus.com;www.multiprojectus.com;0;0;0;0;1;0;0;0;0;0;0;;17/07/2015; 5 010 € ; 250 000 € ;2020;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
NEMUS;Ambiente: estudos de impacte ambiental, planos de recuperação ambiental, ordenamento sustentável – AMB;217 103 160;217 103 169;nemus@nemus.pt;www.nemus.pt;0;1;0;0;0;0;0;0;1;0;0;✓;06/03/1997; 74 820 € ; 1 534 480 € ;2023;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NEWTON-C;Engenharia civil (Coimbra): projetos de estruturas (EST) e vias municipais (TRA), consultoria em engenharia forense (perícias técnicas);225 076 090;;geral@newton.pt;www.newton.pt;0;0;1;0;0;1;0;0;0;0;0;;26/09/1990; 100 000 € ; 1 100 000 € ;2024;18;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
